,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
0,TerrAqua UAV,@terraqua_uav,2023-01-02T10:48:24.000Z,"TerrAqua UAV
@terraqua_uav
·
2 Jan","A challenging project in high altitude and harsh terrain.
.
.
.
.
#uav #uavpilot #uavsurvey #Drone #dronepilot
#dronesurvey  #aerialsurvey #aeriamapping  #remotesensing #GIS #dji #djiphantom4pro #teamwork #joshimath #joshimathdiaries #uttarakhand #uttarakhanddiaries
ALT
104",,,,,['https://pbs.twimg.com/media/FldhWCRaYAIsmfp?format=jpg&name=small'],https://twitter.com/terraqua_uav/status/1609864177086263299
1,jyoti punwani,@jyotipunwani,2023-01-02T02:21:35.000Z,"jyoti punwani
@jyotipunwani
·
2 Jan","If only devout hindus could learn fm this, #Joshimath wouldn't be sinkinht, #ayodhyasadakchaudikaran wouldn't be happening.
Dainik Bhaskar
@DainikBhaskar
·
2 Jan
जैन तीर्थ सम्मेद शिखर को पर्यटन स्थल बनाने का विरोध: दिल्ली, मुंबई और अहमदाबाद में समुदाय के लोग सड़कों पर उतरे
https://dainik-b.in/nPo7fy5pewb
#jaintirth
2
1
3
545",,2,1,3,"['https://pbs.twimg.com/profile_images/1234019064927834113/z7HtdTVd_mini.png', 'https://pbs.twimg.com/amplify_video_thumb/1609596952005734401/img/i9UfDXQib6rPTGl1.jpg']",https://twitter.com/jyotipunwani/status/1609736635264172033
2,Samvaad365,@samvaad365,2023-01-02T11:31:27.000Z,"Samvaad365
@samvaad365
·
2 Jan","जोशीमठ में भू-धंसाव को लेकर सीएम धामी का एक्शन, प्रभावितों को दिया ये आश्वासन
https://samvaad365.com/uttarakhand/cm-dhamis-action-regarding-landslide-in-joshimath-gave-this-assurance-to-the-affected/…
#CMDhami #Joshimath 
@PTI_News
 #samvaad #samvaad365 #samvaad365newsportal
1
1
97",,,1,1,['https://pbs.twimg.com/media/FldspyxaAAAwrRl?format=jpg&name=small'],https://twitter.com/samvaad365/status/1609875011040579585
3,News India,@newsindia24x7_,2023-01-02T06:29:08.000Z,"News India
@newsindia24x7_
·
2 Jan","जोशीमठ में ओपन जिम का उद्घाटन, CM धामी ने वर्चुअली किया उद्घाटन...

#Joshimath #Uttarakhand #newsindia 
@pushkardhami
 @Abhi_newsanchor
140",,,,,['https://pbs.twimg.com/amplify_video_thumb/1609794515803734018/img/1DXdn_blKjtfR9-i.jpg'],https://twitter.com/newsindia24x7_/status/1609798931973828608
4,नीरज पन्त𑀦𑀻𑀭(पहाड़ी),@Neergunnu,2023-01-02T19:23:48.000Z,"नीरज पन्त𑀦𑀻𑀭(पहाड़ी)
@Neergunnu
·
3 Jan","#joshimath #Uttarakhand #जोशीमठ #geographical #Geography #उत्तराखंड तथाकथित आधुनिक विकास का परिणाम तथा प्रकृति की चेतावनी
https://youtu.be/6qHaepu8gSc
Jitendra Anthwal
@JitendraAnthwal
·
31 Dec 2022
उत्तराखंड के ऐतिहासिक-सांस्कृतिक शहर टिहरी को 2005 में जल विद्युत परियोजना के लिए जल समाधि दे दी गई। अब ऐतिहासिक-धार्मिक शहर जोशीमठ भी जल विद्युत परियोजनाओं की बलि चढ़ने जा रहा है। तिल-तिल कर मरते #जोशीमठ की पीड़ा को बयां करता @MinakshiKandwal का वीडियो...
https://youtu.be/6qHaepu8gSc
135",👇 👇,,,,"['https://pbs.twimg.com/profile_images/1571702687804293121/2PW9eHhT_mini.jpg', 'https://pbs.twimg.com/media/FlR6TucacAEBoxy?format=jpg&name=small']",https://twitter.com/Neergunnu/status/1609993881487282182
5,Amar Ujala Dehradun,@AU_DehradunNews,2023-01-02T15:32:42.000Z,"Amar Ujala Dehradun
@AU_DehradunNews
·
2 Jan","जोशीमठ में हो रहे भू-धंसाव को रोकने के लिए अस्थायी सुरक्षा कार्य किए जाएंगे।
https://amarujala.com/dehradun/landslide-in-joshimath-temporary-work-will-be-done-to-prevent-landslides…
#Uttarakhand #joshimath #landslide
amarujala.com
Landslide In Joshimath: भू-धंसाव रोकने को होंगे अस्थायी कार्य, परिवारों के विस्थापन का तैयार होगा...
जोशीमठ में हो रहे भू-धंसाव को रोकने के लिए अस्थायी सुरक्षा कार्य किए जाएंगे। इन कार्यों को करने के लिए सिंचाई विभाग
1
128",,,,1,[],https://twitter.com/AU_DehradunNews/status/1609935723142205441
6,Amar Ujala Dehradun,@AU_DehradunNews,2023-01-02T07:13:56.000Z,"Amar Ujala Dehradun
@AU_DehradunNews
·
2 Jan","Landslide In Joshimath: धंस रही जमीनों ने बढ़ाई चिंता, मकानों में पड़ रही दरारें, सीएम ने मांगी रिपोर्ट

https://amarujala.com/photo-gallery/dehradun/landslide-in-joshimath-cracks-are-coming-in-houses-cm-seeks-report-from-dm-uttarakhand-news-in-hindi…

#uttarakhandnews #dehradunnews 
@AmarUjalaNews
 #joshimath #landslide 
@pushkardhami
amarujala.com
Landslide In Joshimath: धंस रही जमीनों ने बढ़ाई चिंता, मकानों में पड़ रही दरारें, सीएम ने मांगी र...
चमोली जिले के जोशीमठ में भू-धंसाव पर सीएम पुष्कर सिंह धामी ने डीएम से विस्तृत रिपोर्ट मांगी है। साथ ही भू-धंसाव से प्रभावित
151",,,,,[],https://twitter.com/AU_DehradunNews/status/1609810205231177729
7,enews24x7.in,@enews24x7_in,2023-01-02T07:27:50.000Z,"enews24x7.in
@enews24x7_in
·
2 Jan","धंस रही जमीनों ने बढ़ाई लोगों की चिंता, मकानों में पड़ रही दरारें...

#landslide #joshimath
enews24x7.in
जोशीमठ : धंस रही जमीनों ने बढ़ाई लोगों की चिंता, सीएम धामी ने डीएम से मांगी विस्तृत रिपोर्ट
देहरादून। जोशीमठ में हो रहे भूधंसाव के मामले में मुख्यमंत्री पुष्कर सिंह धामी ने चमोली के जिलाधिकारी से विशेषज्ञ कमेटी की विस्तृत रिपोर्ट मांगी है। सीएम धामी ने कहा कि विशेषज्ञ कमेटी की रिपोर्ट पर …
35",,,,,['https://pbs.twimg.com/card_img/1615091981645905925/pVbLjfVt?format=jpg&name=small'],https://twitter.com/enews24x7_in/status/1609813702865305600
8,News Reporter Network,@NewsReporterNe1,2023-01-03T06:48:54.000Z,"News Reporter Network
@NewsReporterNe1
·
3 Jan","जोशीमठ में भूधंसाव के मामले में 
@pushkardhami
  चमोली के जिलाधिकारी से विशेषज्ञ कमेटी की विस्तृत रिपोर्ट मांगी है।
.
.
#Joshimath #ChiefMinisterDhami #detailed #report #committee #DistrictMagistrate #Chamoli #latestnews #newsreporternetwork
2
51",,,,2,['https://pbs.twimg.com/media/Flh1skvaAAAYlvl?format=jpg&name=small'],https://twitter.com/NewsReporterNe1/status/1610166293554171904
9,"Anjul Negi (Kotdwar,Uk)",@UkAnjul,2023-01-03T07:19:39.000Z,"Anjul Negi (Kotdwar,Uk)
@UkAnjul
·
3 Jan","#Uttrakhand 
Yahan sab ko development dikh raha hai chaye #Joshimath ho ya poora gaon khali karana #Dam ke liye par woh log nahi dikh rahe jinke ghar, wahan se judi yaaden sab khatam ho rahi hain sanskriti bachane waale bhi chup hai khair hume kya humara ghar to bacha hua hai
2
4
504",♥,,2,4,[],https://twitter.com/UkAnjul/status/1610174031214567424
10,indian,@Be_Kind0000,2023-01-03T19:44:39.000Z,"indian
@Be_Kind0000
·
4 Jan","#joshimath
atulsati
@atulsati1
·
3 Jan
डी एम का फोन बंद है 

एस डी एम छुट्टी चले गये 

तहसीलदार के भरोसे आपदा ग्रस्त दरारों धंसाव से पटा नगर हजारों जनता है । 

कल रात से दरारें लगातार बढ़ रही हैं चौड़ी हो रही हैं ...!
31",,,,,['https://pbs.twimg.com/profile_images/1470749588369784833/9hcp9KNK_mini.jpg'],https://twitter.com/Be_Kind0000/status/1610361515970031616
11,Gaurav Purohit,@ItsPGauravUK,2023-01-03T17:34:40.000Z,"Gaurav Purohit
@ItsPGauravUK
·
3 Jan","#SaveJoshimath #joshimath #Uttrakhand
Ramesh Bhatt
@Rameshbhimtal
·
3 Jan
जोशीमठ में भारी त्रासदी दे रही है दस्तक।जल्द बड़े क़दम नहीं उठाए गए तो हो सकता है बड़ा नुक़सान।@pushkardhami
39",,,,,"['https://pbs.twimg.com/profile_images/1044048249764679680/OC3NM5lW_mini.jpg', 'https://pbs.twimg.com/media/FljRgd9aMAMYhHd.jpg']",https://twitter.com/ItsPGauravUK/status/1610328807453659141
12,आयुषौ_वैद्य:,@Vd_sim_,2023-01-03T15:32:19.000Z,"आयुषौ_वैद्य:
@Vd_sim_
·
3 Jan","#जोशीमठ
#joshimath #HaldwaniEncroachment
TJendra
@TeJeNdRa_AlMoDi
·
3 Jan
हल्द्वानी के लिये बड़े बड़े थ्रेड लिखने वाले भाई, जोशीमठ वाले पहाड़ियों को क्यों भूल रहें हो, इनके लिये थ्रेड ना सही इनके दुःख दर्द की आवाज तो बनो, महीनों से लगे है अपने दुःख दर्द की दरारों के जख्मो को भरने की मांग के लेकर, वोट मांगने वाले भी अंधे-बेहरे बैठे है।
#जोशीमठ twitter.com/thehill_news/s…
112",,,,,['https://pbs.twimg.com/profile_images/1604511970988003331/8BDha-pM_mini.jpg'],https://twitter.com/Vd_sim_/status/1610298014912090112
13,Media Scarecrow,@MSMscarecrow,2023-01-03T09:56:24.000Z,"Media Scarecrow
@MSMscarecrow
·
3 Jan","Sirf vote bank hai #Hindus, #BJP keliye.
#joshimath
The Times Of India
@timesofindia
·
3 Jan
Joshimath - the sinking hill town of Uttarakhand 

https://timesofindia.indiatimes.com/city/dehradun/joshimath-the-sinking-hill-town-of-uttarakhand/photostory/96703797.cms…
1
63",,,,1,['https://pbs.twimg.com/profile_images/1559870809619189760/rYxcKbRW_mini.jpg'],https://twitter.com/MSMscarecrow/status/1610213478525984770
14,Uttarakhand Khabri,@ukkhabri,2023-01-03T16:48:09.000Z,"Uttarakhand Khabri
@ukkhabri
·
3 Jan","जोशीमठ का आधार डूब रहा है। 500 से अधिक घरों में दरारें आ गई हैं। लोग अपने घरों को बांस के खंभे से सहारा देकर संभालने की कोशिश कर रहे हैं -
@atulsati1
#Joshimath #जोशीमठ_बचाओ
uttarakhandkhabri.com
क्या खत्म हो जाएगा जोशीमठ का अस्तित्व? लगातार हो रहे भूधंसाव से परेशान लोग ने की पुनर्वास की मांग -...
Joshimath News: उत्तराखंड के जोशीमठ क्षेत्र में हो रहे भू-धंसाव से लोगों को चौतरफा खतरा उत्पन्न हो गया है। मकान और खेतों में दरारें आ गई हैं।
1
40",,,,1,['https://pbs.twimg.com/card_img/1612916744208936960/6_cRKKwU?format=jpg&name=small'],https://twitter.com/ukkhabri/status/1610317101876797440
15,Janjwar Media,@janjwar_com,2023-01-03T09:20:53.000Z,"Janjwar Media
@janjwar_com
·
3 Jan","मकान और जमीनों में भारी दरारों के बाद अब जोशीमठ में हाइटेंशन तारों के खंभे हुए तिरछे, एक कदम और बढ़ा खतरा #Joshimath #Chamoli #Uttarakhand #Joshimathnews #CMDhami #PushmarSinghDhami
The following media includes potentially sensitive content. Change settings
View
75",,,,,[],https://twitter.com/janjwar_com/status/1610204539617185799
16,Khabar Uttarakhand,@KUttarakhand,2023-01-03T13:11:47.000Z,"Khabar Uttarakhand
@KUttarakhand
·
3 Jan","जोशीमठ में नए इलाके में भूधंसाव, तिरछे हुए बिजली के पोल्स और पेड़ https://khabaruttarakhand.com/landslide-slanted-electric-poles-and-trees-in-new-area-of-joshimath/… via 
@kuttarakhand
 #joshimath
khabaruttarakhand.com
जोशीमठ में नए इलाके में भूधंसाव, तिरछे हुए बिजली के पोल्स और पेड़ | Kh
जोशीमठ में भूधंसाव से हालात खराब होने लगे हैं। भूधंसाव से कई नए मकानों को खतरा हो गया है। इसके साथ ही पेड़ और हाईटेंशन वायर्स के लिए खंभे भी तिरछे हो गए हैं। जोशीमठ में भूधंसाव लगातार बढ़ता जा रहा
75",,,,,[],https://twitter.com/KUttarakhand/status/1610262649077628928
17,Prateek Mishra,@Mishra__Prateek,2023-01-03T09:10:51.000Z,"Prateek Mishra
@Mishra__Prateek
·
3 Jan","ऋषभ पंत का हालचाल जानने के लिए CM पुष्कर सिंह धामी स्वयं जाते है. लेकिन जोशीमठ के निवासियों की  पुनर्वास की मांग को सुनने में देरी दिखाई जा रही है..  

अगर भूकंप आया और जान-माल को नुकसान हुआ तो इसका जिम्मेदार कौन होगा ?
@pushkardhami
 

#Uttarakhand #Joshimath
1
64",,,,1,[],https://twitter.com/Mishra__Prateek/status/1610202017523466240
18,aaspadoos,@aaspadoos,2023-01-03T14:22:37.000Z,"aaspadoos
@aaspadoos
·
3 Jan","पुनर्वास को लेकर आंदोलन के मूड में हैं जोशीमठ के प्रभावित लोग। https://aaspadoos.com/disaster/joshimath-dizaster/… 

#Joshimath #mudslide
aaspadoos.com
पुनर्वास को लेकर आंदोलन के मूड में हैं जोशीमठ के प्रभावित लोग। - AasPadoos - आस पड़ोस
Affected people of Joshimath are in agitation mood for rehabilitation
55",,,,,['https://pbs.twimg.com/card_img/1613587342585114625/iCp79GAz?format=png&name=small'],https://twitter.com/aaspadoos/status/1610280474425069569
19,Amar Ujala Dehradun,@AU_DehradunNews,2023-01-03T06:05:43.000Z,"Amar Ujala Dehradun
@AU_DehradunNews
·
3 Jan","उत्तराखंड के जोशीमठ क्षेत्र में हो रहे भू-धंसाव से लोगों को चौतरफा खतरा उत्पन्न हो गया है। मकान और खेतों में दरारें आने के बाद अब हाईटेंशन लाइन के खंभे भी तिरछे हो गए हैं। 
https://amarujala.com/photo-gallery/dehradun/uttarakhand-joshimath-news-ht-line-pillars-skewed-due-to-landslide-danger-over-houses…
#Joshimath #Uttarakhand #HTLine 
@pushkardhami
amarujala.com
Joshimath: भू-धंसाव से लोगों को चौतरफा खतरा...घरों और खेतों में दरारें आने के बाद अब HT लाइन के...
उत्तराखंड के जोशीमठ क्षेत्र में हो रहे भू-धंसाव से लोगों को चौतरफा खतरा उत्पन्न हो गया है। मकान और खेतों में दरारें
1
126",,,,1,['https://pbs.twimg.com/card_img/1615582080355958785/dt_cmYTT?format=jpg&name=small'],https://twitter.com/AU_DehradunNews/status/1610155424837406723
20,Sumit Mamgain,@Mamgain_ji_1997,2023-01-04T14:27:16.000Z,"Sumit Mamgain
@Mamgain_ji_1997
·
4 Jan","Cracks in hundreds of houses .Due to fear, people came out of their homes in the chilling cold. The government is moving forward on the issue of landslides with the speed of a turtle. 
But On other side ,big media are trying  to save the illegal occupants in #Haldwani
#Joshimath
158",,,,,['https://pbs.twimg.com/media/FlooNDxaMAE9jzC?format=jpg&name=small'],https://twitter.com/Mamgain_ji_1997/status/1610644031243161601
21,Dr. Sonali Vaid,@SonaliVaid,2023-01-04T17:47:03.000Z,"Dr. Sonali Vaid
@SonaliVaid
·
4 Jan","Anger in #Joshimath Uttarakhand

Sinking land, cracks in houses
Over 600 houses unsafe (maybe more?)

There are NO natural disasters

""People are spending nights in open, braving bone-chilling cold because homes are not safe to stay""

Evacuation & Rehabilitation needed urgently
atulsati
@atulsati1
·
4 Jan
हमारा एलान ..! 

आर ..पार ..!
1
8
14
2,204",,1,8,14,"['https://pbs.twimg.com/profile_images/1470749588369784833/9hcp9KNK_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1610687616395145218/pu/img/-flT2i_7nDXJwwMI.jpg']",https://twitter.com/SonaliVaid/status/1610694309946458112
22,Jyotiraditya sah,@Jyotiradityasah,2023-01-04T11:10:56.000Z,"Jyotiraditya sah
@Jyotiradityasah
·
4 Jan","My Hometown Joshimath is in the verge of witnessing a big tragedy . It is gateway to historical places like Badrinath Dham , Valley of Flowers ,Hemkunt Sahib and several other famous treks . Why state govt is ignoring this beautiful town ? 
#Joshimath #Uttarakhand
Neha Chauhan
@nehajoychauhan
·
4 Jan
Uttarakhand's Joshimath is getting ready for a big tragedy. Several buildings and home now have huge cracks leaking muddy water.
0:27
1,759 views
1
3
9
1,035",,1,3,9,['https://pbs.twimg.com/profile_images/1612118809472798722/yPVmvH_U_mini.jpg'],https://twitter.com/Jyotiradityasah/status/1610594623654592514
23,Anubhav Kumar,@the_anubhav_,2023-01-04T16:05:44.000Z,"Anubhav Kumar
@the_anubhav_
·
4 Jan","Joshimath is sinking.
Lord Badrinath's adobe is sinking

#saveuttarakhand 
#uttarakhand 
#Joshimath 
#india
2
96",,,,2,[],https://twitter.com/the_anubhav_/status/1610668812579540992
24,Rg 11 channel,@Rg11channel1,2023-01-04T18:31:59.000Z,"Rg 11 channel
@Rg11channel1
·
5 Jan","Current situation 
#Joshimath #Uttarakhand #india
Jyotiraditya sah
@Jyotiradityasah
·
4 Jan
People of Joshimath trying to raise their voice for their existence , a town which is very historical , sadly being ignored by the state government and every national Media .
#Joshimath #Uttarakhand
1
87",,,1,,"['https://pbs.twimg.com/profile_images/1489223004357861379/O2jIty1V_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1610697805441417217/pu/img/qLL3zE5RUCG5Gson.jpg']",https://twitter.com/Rg11channel1/status/1610705617458692096
25,Tv9 Gujarati,@tv9gujarati,2023-01-04T03:44:30.000Z,"Tv9 Gujarati
@tv9gujarati
·
4 Jan","Landslides in #Joshimath are causing cracks in houses; fear among the locals 

#Uttrakhand #TV9News
1
554",,,,1,['https://pbs.twimg.com/amplify_video_thumb/1610479314751074304/img/4dhKHL7L_mK6v_Ri.jpg'],https://twitter.com/tv9gujarati/status/1610482275220860930
26,Shivendra Pratap Singh,@vatsalshivendra,2023-01-04T13:30:29.000Z,"Shivendra Pratap Singh
@vatsalshivendra
·
4 Jan","Uttarakhand BJP formed a 14-member committee to assess the landslides and damages taking place in Joshimath.

#Joshimath
102",,,,,[],https://twitter.com/vatsalshivendra/status/1610629741668872194
27,RW • Rishikesh Writings,@RwRishikesh,2023-01-04T12:52:07.000Z,"RW • Rishikesh Writings
@RwRishikesh
·
4 Jan","joshimath is sinking
Another historic town succumbs to another project
Regrettably, we do not even have a song 
#Uttarakhand #Joshimath #Rishikeshwritings
110",,,,,[],https://twitter.com/RwRishikesh/status/1610620086326558720
28,Ravish Tiwari,@tiwariravish,2023-01-04T16:15:40.000Z,"Ravish Tiwari
@tiwariravish
·
4 Jan","#landslide in #Joshimath #ntpc ingnorant please intervene 
@pushkardhami
 @PMOIndia
 @narendramodi
 @AmitShah
 . Please protect our religious heritage. #badrinathdham
1
1
173",,,1,1,[],https://twitter.com/tiwariravish/status/1610671312414068738
29,Ram/राम,@ram_bijendra,2023-01-04T07:24:20.000Z,"Ram/राम
@ram_bijendra
·
4 Jan","Save #Joshimath an ancient town in chamoli district #uttarkhand Is under massive geographical changes like landslide,earthquake. Govt. should support people and migrate them to safer place in this chilling cold.
#जोशीमठ
195",♻,,,,[],https://twitter.com/ram_bijendra/status/1610537596928806913
30,Raghav A. Bijalwan,@raghav_bijalwan,2023-01-04T10:05:27.000Z,"Raghav A. Bijalwan
@raghav_bijalwan
·
4 Jan","Situation in #Joshimath really concerning.

Prayers to Sri Narsimha dev ji.
1
1
118",,1,,1,[],https://twitter.com/raghav_bijalwan/status/1610578145358536704
31,Su-yog,@Suyogya18,2023-01-04T19:44:43.000Z,"Su-yog
@Suyogya18
·
5 Jan","Let's pray that #Joshimath does not face what #Kedarnath did back in 2013...

#SaveJoshimath
148",,,,,[],https://twitter.com/Suyogya18/status/1610723923683053568
32,Anamika gaur,@ByAnamika,2023-01-04T05:31:53.000Z,"Anamika gaur
@ByAnamika
·
4 Jan","घरो में दरारों के बाद अब पानी का रिसाव भी  शुरू हो गया है,खतरा समय के साथ बढ़ता जा रहा है,प्रथमिकता 500परिवारों को सुरक्षित किये जाने की होनी चाहिए,6 परिवार पलायन कर सुरक्षित जगह जा चुके हैं लेकिन हर किसी के लिए ये संभव नहीं,लोग सरकार की तरफ अभी भी उम्मीद से देख रहे है #Joshimath
3
21
41
1,532",,3,21,41,['https://pbs.twimg.com/ext_tw_video_thumb/1610509072239034369/pu/img/Tz7kTkkwVIfuzHJj.jpg'],https://twitter.com/ByAnamika/status/1610509299595505664
33,रोहित जुगलान Rohit Juglan,@rohitjuglan,2023-01-04T17:38:21.000Z,"रोहित जुगलान Rohit Juglan
@rohitjuglan
·
4 Jan","मैं जोशीमठ की टूटती दिवारें लिखूँगा 
तुम धामी सरकार की नज़रअंदाज़ी समझना 
#Joshimath
The following media includes potentially sensitive content. Change settings
View
5
23
303
9,571",,5,23,303,[],https://twitter.com/rohitjuglan/status/1610692119907438593
34,Pavanasoonu,@Pavanasoonu,2023-01-04T07:43:32.000Z,"Pavanasoonu
@Pavanasoonu
·
4 Jan","Joshi math Swamiji sent me this. 
  #AskPanditKatti 
#Joshimath
5
24
186
5,218",🙏 🙏 🙏,5,24,186,['https://pbs.twimg.com/ext_tw_video_thumb/1610542347431084032/pu/img/SDYpqaNRqH44U1lD.jpg'],https://twitter.com/Pavanasoonu/status/1610542430222454788
35,rajni singh,@imrajni_singh,2023-01-04T08:08:46.000Z,"rajni singh
@imrajni_singh
·
4 Jan","जोशीमठ में दरारें बढ़ने के साथ पानी का रिसाव भी बढ़ रहा है.
#Joshimath
3
18
841",,,3,18,['https://pbs.twimg.com/ext_tw_video_thumb/1610548737860075520/pu/img/fpboxXMHzQmbEeGI.jpg'],https://twitter.com/imrajni_singh/status/1610548780172193792
36,Himanshu Purohit,@Himansh256370,2023-01-04T04:25:39.000Z,"Himanshu Purohit
@Himansh256370
·
4 Jan","हल्द्वानी के लिए हल्ला, क्योंकि वहां Facts से ज्यादा राजनीति के अवसर दिख रहें हैं। इस अवसर का लाभ ले रहे नेताओं का जोश जोशीमठ के लिए ठंडा है, वहां लोगोंं का पलायन जारी है।
ऐसी राजनीति के लिए दौ मिनट का मौन
@harishrawatcmuk
 @SumitHridayesh
 #Haldwani #Joshimath 
@BJP4UK
 @INCDehradun
0:32
3,745 views
1
20
64
7,363",,1,20,64,['https://pbs.twimg.com/ext_tw_video_thumb/1610491566728310787/pu/img/OoWoYNy3n_0jzRF0.jpg'],https://twitter.com/Himansh256370/status/1610492632077332480
37,Uttarakhand Tak,@UttarakhandTak,2023-01-04T17:28:12.000Z,"Uttarakhand Tak
@UttarakhandTak
·
4 Jan","Joshimath : जोशीमठ के लोगों ने की उग्र आंदोलन की तैयारी, निकाला मशाल जुलूस, क्षेत्र में लगातार हो रहा भू धंसाव, गिर रही दीवारें, बड़े बड़े होटल्स भी ढहने की कगार पर

#joshimath
2
29
48
2,325",,2,29,48,['https://pbs.twimg.com/ext_tw_video_thumb/1610688035284455424/pu/img/NufdMfmPbYm0XAh0.jpg'],https://twitter.com/UttarakhandTak/status/1610689567971213312
38,Arunesh Pathania,@aruneshpathania,2023-01-04T08:41:50.000Z,"Arunesh Pathania
@aruneshpathania
·
4 Jan","साहब! जोशीमठ दरक रहा हैः
- सैंकड़ों मकानों में दरारें
- लोग खौफ के चलते हाड़कंपाती ठंड में घरों से बाहर
- कछुए की चाल से सरकार भूधंसाव के मसले पर आगे बढ़ रही

वहीं राजनीतिक दल और बड़े मीडिया वाले हलद्वानी में अवैध कब्जे वालों को बचाने में ताकत झोंक रहे हैं। 
#Joshimath
The following media includes potentially sensitive content. Change settings
View
1
15
37
1,531",,1,15,37,[],https://twitter.com/aruneshpathania/status/1610557103286161408
39,Gaurav Agrawal,@GauravAgrawaal,2023-01-04T11:42:20.000Z,"Gaurav Agrawal
@GauravAgrawaal
·
4 Jan","धंस रहा है उत्तराखंड का जोशीमठ। 500 से ज़्यादा घरों में दरारें पड़ गईं हैं। बिजली के खंभे टेढ़े हो गए हैं। कभी भी बड़ा ज़लज़ला आ सकता है। लोग घरों को छोड़ने पर मजबूर हैं। CM 
@pushkardhami
 ने हर संभव मदद का आश्वासन दिया है।

आपको आगाह करने वाली ख़बर, #LoudAndClear 

#Joshimath
4
6
31
991",,4,6,31,['https://pbs.twimg.com/ext_tw_video_thumb/1610602158612971524/pu/img/T6n9cFvNmP0sk0jP.jpg'],https://twitter.com/GauravAgrawaal/status/1610602527367761922
40,Shiv Bhatt (Parody),@shivbhatt,2023-01-04T17:32:36.000Z,"Shiv Bhatt (Parody)
@shivbhatt
·
4 Jan","#SaveJoshimath #Joshimath #जोशीमठ
Pyara Uttarakhand
@PyaraUKofficial
·
4 Jan
जोशीमठ में 16000 लोगों पर बड़ा संकट  जोशीमठ भू धंसाव को लेकर स्थानीय लोगों ने निकाला मशाल जुलूस

#Joshimath
2
6
323",,,2,6,"['https://pbs.twimg.com/profile_images/1557324401464332291/49qTmL-6_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1610686982249930752/pu/img/TyOOLetl1cvPJGrM.jpg']",https://twitter.com/shivbhatt/status/1610690673489096706
41,Ashmita Badoni,@AshmitaBadoni,2023-01-04T12:46:59.000Z,"Ashmita Badoni
@AshmitaBadoni
·
4 Jan","#Joshimath #SaveJoshimath
Meenakshi Kandwal मीनाक्षी कंडवाल
@MinakshiKandwal
·
2 Jan
ऐतिहासिक-सांस्कृतिक और बार्डर से लगा उत्तराखंड का जोशीमठ कराह रहा है। भूकंप के लिहाज से बहुत ज्यादा संवेदनशील ये इलाका.. जहां निवासियों ने बल्लियों और बांस के डंडों से घरों की छतें और दीवारें टिका रखी हैं... क्या होगा धरती जरा भी हिली।
#SaveJoshimath 
https://youtube.com/watch?v=6qHaepu8gSc…
1
5
628",,,1,5,['https://pbs.twimg.com/profile_images/1557046243557199872/puuKO0SV_mini.jpg'],https://twitter.com/AshmitaBadoni/status/1610618794644504576
42,GNTTV,@GoodNewsToday,2023-01-04T08:12:27.000Z,"GNTTV
@GoodNewsToday
·
4 Jan","जोशीमठ में 600 मकानों में दरारें आने के बाद प्रशासन का रेस्क्यू अभियान

#LunchTime #joshimath #rescue #uttarakhand 
@aditi_girotra
 @SHAGUFTADEV
2
7
562",,,2,7,['https://pbs.twimg.com/media/FlnSZ4PaEAAxD3I.jpg'],https://twitter.com/GoodNewsToday/status/1610549709558665220
43,Sarita Tiwari,@saritatiwariuk,2023-01-04T06:33:40.000Z,"Sarita Tiwari
@saritatiwariuk
·
4 Jan","हल्द्वानी मामले में मुख्यमंत्री 
@pushkardhami
  ने कहा , हमे न्यायालय पर भरोसा रखना चाहिए, उसके बाद फैसला लेंगे, राजनीति नही होनी चाहिए 

वही जोशीमठ को लेकर कहा कि एक टीम के साथ खुद जाकर जायज़ा लेंगे 

#हल्द्वानी_रेलवे_मामला_ #Haldwani #Joshimath
4
10
40
2,160",,4,10,40,[],https://twitter.com/saritatiwariuk/status/1610524849755258880
44,ABP Ganga,@AbpGanga,2023-01-04T15:28:17.000Z,"ABP Ganga
@AbpGanga
·
4 Jan","LIVE | #BaatToChubhegi | जोशीमठ में धंस रही जमीनों ने बढ़ाई चिंता

देखिए 
@SavalRohit
 के साथ LIVE

यहां देखें Live: https://bit.ly/3kmMoiQ

#Uttarakhand #Landslide #Joshimath
3:46
198 views
1
4
9
618",,1,4,9,['https://pbs.twimg.com/amplify_video_thumb/1610659042208395264/img/5R0kWBEvoQto5Ske.jpg'],https://twitter.com/AbpGanga/status/1610659388175560705
45,ABP Ganga,@AbpGanga,2023-01-04T15:28:17.000Z,"ABP Ganga
@AbpGanga
·
4 Jan","LIVE | #BaatToChubhegi | जोशीमठ में धंस रही जमीनों ने बढ़ाई चिंता

देखिए 
@SavalRohit
 के साथ LIVE

यहां देखें Live: https://bit.ly/3kmMoiQ

#Uttarakhand #Landslide #Joshimath
3:45
198 views
1
4
9
618",,1,4,9,[],https://twitter.com/AbpGanga/status/1610659388175560705
